item_details	employee_id	sales_year	week_no	weekly_sales
PROD_007	EMP244	2021	W29	23
PROD_007	EMP244	2021	W30	21
PROD_007	EMP244	2021	W31	41
PROD_007	EMP244	2021	W32	34
PROD_007	EMP244	2021	W33	32
PROD_007	EMP244	2021	W34	40
PROD_007	EMP244	2021	W35	25
PROD_007	EMP244	2021	W36	43
PROD_007	EMP244	2021	W37	54
PROD_007	EMP244	2021	W38	53
PROD_007	EMP244	2021	W39	21
PROD_007	EMP244	2021	W40	19
PROD_007	EMP244	2021	W41	22
PROD_007	EMP244	2021	W42	23
PROD_007	EMP244	2021	W43	17
PROD_007	EMP244	2021	W44	16
PROD_007	EMP244	2021	W45	25
PROD_007	EMP244	2021	W46	28
PROD_007	EMP244	2021	W47	18
PROD_007	EMP244	2021	W48	22
PROD_007	EMP244	2021	W49	30
PROD_007	EMP244	2021	W50	11
PROD_007	EMP244	2021	W51	12
PROD_007	EMP244	2020	W0	27
PROD_007	EMP244	2020	W1	26
PROD_007	EMP244	2020	W2	40
PROD_007	EMP244	2020	W3	36
PROD_007	EMP244	2020	W4	40
PROD_007	EMP244	2020	W5	44
PROD_007	EMP244	2020	W6	61
PROD_007	EMP244	2020	W7	76
PROD_007	EMP244	2020	W8	77
PROD_007	EMP244	2020	W9	70
PROD_007	EMP244	2020	W10	59
PROD_007	EMP244	2020	W11	47
PROD_007	EMP244	2020	W12	38
PROD_007	EMP244	2020	W13	46
PROD_007	EMP244	2020	W14	48
PROD_007	EMP244	2020	W15	61
PROD_007	EMP244	2020	W16	54
PROD_007	EMP244	2020	W17	61
PROD_007	EMP244	2020	W18	84
PROD_007	EMP244	2020	W19	77
PROD_007	EMP244	2020	W20	73
PROD_007	EMP244	2020	W21	77
PROD_007	EMP244	2020	W22	67
PROD_007	EMP244	2020	W23	67
PROD_007	EMP244	2020	W24	46
PROD_007	EMP244	2020	W25	46
PROD_007	EMP244	2020	W26	25
PROD_007	EMP244	2020	W27	29
PROD_007	EMP244	2020	W28	30
PROD_007	EMP244	2020	W29	30
PROD_007	EMP244	2020	W30	22
PROD_007	EMP244	2020	W31	17
PROD_007	EMP244	2020	W32	44
PROD_007	EMP244	2020	W33	23
PROD_007	EMP244	2020	W34	42
PROD_007	EMP244	2020	W35	28
PROD_007	EMP244	2020	W36	27
PROD_007	EMP244	2020	W37	52
PROD_007	EMP244	2020	W38	44
PROD_007	EMP244	2020	W39	33
PROD_007	EMP244	2020	W40	16
PROD_007	EMP244	2020	W41	31
PROD_007	EMP244	2020	W42	12
PROD_007	EMP244	2020	W43	19
PROD_007	EMP244	2020	W44	12
PROD_007	EMP244	2020	W45	25
PROD_007	EMP244	2020	W46	25
PROD_007	EMP244	2020	W47	27
PROD_007	EMP244	2020	W48	25
PROD_007	EMP244	2020	W49	18
PROD_007	EMP244	2020	W50	16
PROD_007	EMP244	2020	W51	8
PROD_004	EMP234	2021	W0	19
PROD_004	EMP234	2021	W1	32
PROD_004	EMP234	2021	W2	41
PROD_004	EMP234	2021	W3	55
PROD_004	EMP234	2021	W4	21
PROD_004	EMP234	2021	W5	45
PROD_004	EMP234	2021	W6	62
PROD_004	EMP234	2021	W7	65
PROD_004	EMP234	2021	W8	61
PROD_004	EMP234	2021	W9	46
PROD_004	EMP234	2021	W10	52
PROD_004	EMP234	2021	W11	24
PROD_004	EMP234	2021	W12	45
PROD_004	EMP234	2021	W13	52
PROD_004	EMP234	2021	W14	50
PROD_004	EMP234	2021	W15	59
PROD_004	EMP234	2021	W16	57
PROD_004	EMP234	2021	W17	54
PROD_004	EMP234	2021	W18	74
PROD_004	EMP234	2021	W19	58
PROD_004	EMP234	2021	W20	78
PROD_004	EMP234	2021	W21	65
PROD_004	EMP234	2021	W22	60
PROD_004	EMP234	2021	W23	55
PROD_004	EMP234	2021	W24	40
PROD_004	EMP234	2021	W25	28
PROD_004	EMP234	2021	W26	26
PROD_004	EMP234	2021	W27	36
PROD_004	EMP234	2021	W28	24
PROD_004	EMP234	2021	W29	29
PROD_004	EMP234	2021	W30	23
PROD_004	EMP234	2021	W31	28
PROD_004	EMP234	2021	W32	40
PROD_004	EMP234	2021	W33	34
PROD_004	EMP234	2021	W34	36
PROD_004	EMP234	2021	W35	38
PROD_004	EMP234	2021	W36	34
PROD_004	EMP234	2021	W37	54
PROD_004	EMP234	2021	W38	48
PROD_004	EMP234	2021	W39	23
PROD_004	EMP234	2021	W40	25
PROD_004	EMP234	2021	W41	23
PROD_004	EMP234	2021	W42	17
PROD_004	EMP234	2021	W43	15
PROD_004	EMP234	2021	W44	19
PROD_004	EMP234	2021	W45	20
PROD_004	EMP234	2021	W46	23
PROD_004	EMP234	2021	W47	27
PROD_004	EMP234	2021	W48	24
PROD_004	EMP234	2021	W49	20
PROD_004	EMP234	2021	W50	14
PROD_004	EMP234	2021	W51	9
PROD_004	EMP234	2020	W0	27
PROD_004	EMP234	2020	W1	33
PROD_004	EMP234	2020	W2	31
PROD_004	EMP234	2020	W3	26
PROD_004	EMP234	2020	W4	46
PROD_004	EMP234	2020	W5	63
PROD_004	EMP234	2020	W6	65
PROD_004	EMP234	2020	W7	61
PROD_004	EMP234	2020	W8	64
PROD_004	EMP234	2020	W9	58
PROD_004	EMP234	2020	W10	50
PROD_004	EMP234	2020	W11	54
PROD_004	EMP234	2020	W12	42
PROD_004	EMP234	2020	W13	43
PROD_004	EMP234	2020	W14	57
PROD_004	EMP234	2020	W15	68
PROD_004	EMP234	2020	W16	72
PROD_004	EMP234	2020	W17	75
PROD_004	EMP234	2020	W18	54
PROD_004	EMP234	2020	W19	67
PROD_004	EMP234	2020	W20	79
PROD_004	EMP234	2020	W21	47
PROD_004	EMP234	2020	W22	65
PROD_004	EMP234	2020	W23	54
PROD_004	EMP234	2020	W24	33
PROD_004	EMP234	2020	W25	25
PROD_004	EMP234	2020	W26	26
PROD_004	EMP234	2020	W27	35
PROD_004	EMP234	2020	W28	23
PROD_004	EMP234	2020	W29	25
PROD_004	EMP234	2020	W30	16
PROD_004	EMP234	2020	W31	28
PROD_004	EMP234	2020	W32	27
PROD_004	EMP234	2020	W33	23
PROD_004	EMP234	2020	W34	46
PROD_004	EMP234	2020	W35	34
PROD_004	EMP234	2020	W36	50
PROD_004	EMP234	2020	W37	50
PROD_004	EMP234	2020	W38	36
PROD_004	EMP234	2020	W39	27
PROD_004	EMP234	2020	W40	37
PROD_004	EMP234	2020	W41	25
PROD_004	EMP234	2020	W42	21
PROD_004	EMP234	2020	W43	17
PROD_004	EMP234	2020	W44	16
PROD_004	EMP234	2020	W45	23
PROD_004	EMP234	2020	W46	16
PROD_004	EMP234	2020	W47	29
PROD_004	EMP234	2020	W48	18
PROD_004	EMP234	2020	W49	24
PROD_004	EMP234	2020	W50	15
PROD_004	EMP234	2020	W51	12
PROD_001	EMP256	2021	W0	20
PROD_001	EMP256	2021	W1	24
PROD_001	EMP256	2021	W2	32
PROD_001	EMP256	2021	W3	35
PROD_001	EMP256	2021	W4	24
PROD_001	EMP256	2021	W5	47
PROD_001	EMP256	2021	W6	69
PROD_001	EMP256	2021	W7	51
PROD_001	EMP256	2021	W8	44
PROD_001	EMP256	2021	W9	49
PROD_001	EMP256	2021	W10	64
PROD_001	EMP256	2021	W11	49
PROD_001	EMP256	2021	W12	38
PROD_001	EMP256	2021	W13	50
PROD_001	EMP256	2021	W14	41
PROD_001	EMP256	2021	W15	56
PROD_001	EMP256	2021	W16	52
PROD_001	EMP256	2021	W17	54
PROD_001	EMP256	2021	W18	87
PROD_001	EMP256	2021	W19	50
PROD_001	EMP256	2021	W20	66
PROD_001	EMP256	2021	W21	54
PROD_001	EMP256	2021	W22	70
PROD_001	EMP256	2021	W23	52
PROD_001	EMP256	2021	W24	48
PROD_001	EMP256	2021	W25	24
PROD_001	EMP256	2021	W26	22
PROD_001	EMP256	2021	W27	32
PROD_001	EMP256	2021	W28	30
PROD_001	EMP256	2021	W29	30
PROD_001	EMP256	2021	W30	17
PROD_001	EMP256	2021	W31	23
PROD_001	EMP256	2021	W32	40
PROD_001	EMP256	2021	W33	31
PROD_001	EMP256	2021	W34	45
PROD_001	EMP256	2021	W35	38
PROD_001	EMP256	2021	W36	34
PROD_001	EMP256	2021	W37	39
PROD_001	EMP256	2021	W38	42
PROD_001	EMP256	2021	W39	30
PROD_001	EMP256	2021	W40	32
PROD_001	EMP256	2021	W41	25
PROD_001	EMP256	2021	W42	23
PROD_001	EMP256	2021	W43	15
PROD_001	EMP256	2021	W44	25
PROD_001	EMP256	2021	W45	23
PROD_001	EMP256	2021	W46	23
PROD_001	EMP256	2021	W47	28
PROD_001	EMP256	2021	W48	24
PROD_001	EMP256	2021	W49	20
PROD_001	EMP256	2021	W50	14
PROD_001	EMP256	2021	W51	9
PROD_001	EMP256	2020	W0	24
PROD_001	EMP256	2020	W1	24
PROD_001	EMP256	2020	W2	37
PROD_001	EMP256	2020	W3	32
PROD_001	EMP256	2020	W4	43
PROD_001	EMP256	2020	W5	57
PROD_001	EMP256	2020	W6	48
PROD_001	EMP256	2020	W7	51
PROD_001	EMP256	2020	W8	58
PROD_001	EMP256	2020	W9	51
PROD_001	EMP256	2020	W10	56
PROD_001	EMP256	2020	W11	46
PROD_001	EMP256	2020	W12	44
PROD_001	EMP256	2020	W13	40
PROD_001	EMP256	2020	W14	54
PROD_001	EMP256	2020	W15	51
PROD_001	EMP256	2020	W16	73
PROD_001	EMP256	2020	W17	51
PROD_001	EMP256	2020	W18	58
PROD_001	EMP256	2020	W19	77
PROD_001	EMP256	2020	W20	71
PROD_001	EMP256	2020	W21	51
PROD_001	EMP256	2020	W22	77
PROD_001	EMP256	2020	W23	63
PROD_001	EMP256	2020	W24	52
PROD_001	EMP256	2020	W25	34
PROD_001	EMP256	2020	W26	27
PROD_001	EMP256	2020	W27	28
PROD_001	EMP256	2020	W28	30
PROD_001	EMP256	2020	W29	30
PROD_001	EMP256	2020	W30	25
PROD_001	EMP256	2020	W31	24
PROD_001	EMP256	2020	W32	37
PROD_001	EMP256	2020	W33	31
PROD_001	EMP256	2020	W34	31
PROD_001	EMP256	2020	W35	33
PROD_001	EMP256	2020	W36	32
PROD_001	EMP256	2020	W37	66
PROD_001	EMP256	2020	W38	48
PROD_001	EMP256	2020	W39	33
PROD_001	EMP256	2020	W40	22
PROD_001	EMP256	2020	W41	18
PROD_001	EMP256	2020	W42	23
PROD_001	EMP256	2020	W43	21
PROD_001	EMP256	2020	W44	17
PROD_001	EMP256	2020	W45	18
PROD_001	EMP256	2020	W46	22
PROD_001	EMP256	2020	W47	28
PROD_001	EMP256	2020	W48	22
PROD_001	EMP256	2020	W49	27
PROD_001	EMP256	2020	W50	17
PROD_001	EMP256	2020	W51	9
PROD_008	EMP244	2021	W0	21
PROD_008	EMP244	2021	W1	20
PROD_008	EMP244	2021	W2	34
PROD_008	EMP244	2021	W3	37
PROD_008	EMP244	2021	W4	39
PROD_008	EMP244	2021	W5	38
PROD_008	EMP244	2021	W6	54
PROD_008	EMP244	2021	W7	47
PROD_008	EMP244	2021	W8	46
PROD_008	EMP244	2021	W9	49
PROD_008	EMP244	2021	W10	57
PROD_008	EMP244	2021	W11	33
PROD_008	EMP244	2021	W12	37
PROD_008	EMP244	2021	W13	31
PROD_008	EMP244	2021	W14	40
PROD_008	EMP244	2021	W15	35
PROD_008	EMP244	2021	W16	45
PROD_008	EMP244	2021	W17	35
PROD_008	EMP244	2021	W18	83
PROD_008	EMP244	2021	W19	56
PROD_008	EMP244	2021	W20	40
PROD_008	EMP244	2021	W21	38
PROD_008	EMP244	2021	W22	52
PROD_008	EMP244	2021	W23	59
PROD_008	EMP244	2021	W24	38
PROD_008	EMP244	2021	W25	31
PROD_008	EMP244	2021	W26	26
PROD_008	EMP244	2021	W27	19
PROD_008	EMP244	2021	W28	20
PROD_008	EMP244	2021	W29	26
PROD_008	EMP244	2021	W30	19
PROD_008	EMP244	2021	W31	13
PROD_008	EMP244	2021	W32	20
PROD_008	EMP244	2021	W33	25
PROD_008	EMP244	2021	W34	19
PROD_008	EMP244	2021	W35	27
PROD_008	EMP244	2021	W36	39
PROD_008	EMP244	2021	W37	36
PROD_008	EMP244	2021	W38	23
PROD_008	EMP244	2021	W39	18
PROD_008	EMP244	2021	W40	17
PROD_008	EMP244	2021	W41	12
PROD_008	EMP244	2021	W42	18
PROD_008	EMP244	2021	W43	10
PROD_008	EMP244	2021	W44	18
PROD_008	EMP244	2021	W45	21
PROD_008	EMP244	2021	W46	24
PROD_008	EMP244	2021	W47	15
PROD_008	EMP244	2021	W48	10
PROD_008	EMP244	2021	W49	18
PROD_008	EMP244	2021	W50	13
PROD_008	EMP244	2021	W51	14
PROD_008	EMP244	2020	W0	13
PROD_008	EMP244	2020	W1	14
PROD_008	EMP244	2020	W2	18
PROD_008	EMP244	2020	W3	23
PROD_008	EMP244	2020	W4	23
PROD_008	EMP244	2020	W5	28
PROD_008	EMP244	2020	W6	49
PROD_008	EMP244	2020	W7	64
PROD_008	EMP244	2020	W8	29
PROD_008	EMP244	2020	W9	43
PROD_008	EMP244	2020	W10	35
PROD_008	EMP244	2020	W11	30
PROD_008	EMP244	2020	W12	38
PROD_008	EMP244	2020	W13	38
PROD_008	EMP244	2020	W14	32
PROD_008	EMP244	2020	W15	47
PROD_008	EMP244	2020	W16	42
PROD_008	EMP244	2020	W17	51
PROD_008	EMP244	2020	W18	42
PROD_008	EMP244	2020	W19	44
PROD_008	EMP244	2020	W20	75
PROD_008	EMP244	2020	W21	60
PROD_008	EMP244	2020	W22	50
PROD_008	EMP244	2020	W23	47
PROD_008	EMP244	2020	W24	74
PROD_008	EMP244	2020	W25	44
PROD_008	EMP244	2020	W26	16
PROD_008	EMP244	2020	W27	13
PROD_008	EMP244	2020	W28	14
PROD_008	EMP244	2020	W29	24
PROD_008	EMP244	2020	W30	13
PROD_008	EMP244	2020	W31	16
PROD_008	EMP244	2020	W32	18
PROD_008	EMP244	2020	W33	21
PROD_008	EMP244	2020	W34	22
PROD_008	EMP244	2020	W35	25
PROD_008	EMP244	2020	W36	26
PROD_008	EMP244	2020	W37	48
PROD_008	EMP244	2020	W38	25
PROD_008	EMP244	2020	W39	24
PROD_008	EMP244	2020	W40	14
PROD_008	EMP244	2020	W41	17
PROD_008	EMP244	2020	W42	18
PROD_008	EMP244	2020	W43	19
PROD_008	EMP244	2020	W44	18
PROD_008	EMP244	2020	W45	15
PROD_008	EMP244	2020	W46	17
PROD_008	EMP244	2020	W47	25
PROD_008	EMP244	2020	W48	24
PROD_008	EMP244	2020	W49	23
PROD_008	EMP244	2020	W50	19
PROD_008	EMP244	2020	W51	18
PROD_005	EMP234	2021	W0	13
PROD_005	EMP234	2021	W1	22
PROD_005	EMP234	2021	W2	11
PROD_005	EMP234	2021	W3	18
PROD_005	EMP234	2021	W4	27
PROD_005	EMP234	2021	W5	21
PROD_005	EMP234	2021	W6	29
PROD_005	EMP234	2021	W7	33
PROD_005	EMP234	2021	W8	61
PROD_005	EMP234	2021	W9	47
PROD_005	EMP234	2021	W10	30
PROD_005	EMP234	2021	W11	38
PROD_005	EMP234	2021	W12	23
PROD_005	EMP234	2021	W13	22
PROD_005	EMP234	2021	W14	37
PROD_005	EMP234	2021	W15	31
PROD_005	EMP234	2021	W16	33
PROD_005	EMP234	2021	W17	38
PROD_005	EMP234	2021	W18	36
PROD_005	EMP234	2021	W19	52
PROD_005	EMP234	2021	W20	39
PROD_005	EMP234	2021	W21	54
PROD_005	EMP234	2021	W22	56
PROD_005	EMP234	2021	W23	55
PROD_005	EMP234	2021	W24	61
PROD_005	EMP234	2021	W25	40
PROD_005	EMP234	2021	W26	10
PROD_005	EMP234	2021	W27	20
PROD_005	EMP234	2021	W28	17
PROD_005	EMP234	2021	W29	16
PROD_005	EMP234	2021	W30	11
PROD_005	EMP234	2021	W31	14
PROD_005	EMP234	2021	W32	15
PROD_005	EMP234	2021	W33	9
PROD_005	EMP234	2021	W34	15
PROD_005	EMP234	2021	W35	30
PROD_005	EMP234	2021	W36	21
PROD_005	EMP234	2021	W37	52
PROD_005	EMP234	2021	W38	26
PROD_005	EMP234	2021	W39	16
PROD_005	EMP234	2021	W40	16
PROD_005	EMP234	2021	W41	16
PROD_005	EMP234	2021	W42	17
PROD_005	EMP234	2021	W43	14
PROD_005	EMP234	2021	W44	13
PROD_005	EMP234	2021	W45	18
PROD_005	EMP234	2021	W46	20
PROD_005	EMP234	2021	W47	19
PROD_005	EMP234	2021	W48	23
PROD_005	EMP234	2021	W49	16
PROD_005	EMP234	2021	W50	19
PROD_005	EMP234	2021	W51	14
PROD_005	EMP234	2020	W0	21
PROD_005	EMP234	2020	W1	14
PROD_005	EMP234	2020	W2	23
PROD_005	EMP234	2020	W3	21
PROD_005	EMP234	2020	W4	36
PROD_005	EMP234	2020	W5	31
PROD_005	EMP234	2020	W6	27
PROD_005	EMP234	2020	W7	25
PROD_005	EMP234	2020	W8	56
PROD_005	EMP234	2020	W9	21
PROD_005	EMP234	2020	W10	29
PROD_005	EMP234	2020	W11	27
PROD_005	EMP234	2020	W12	17
PROD_005	EMP234	2020	W13	34
PROD_005	EMP234	2020	W14	25
PROD_005	EMP234	2020	W15	42
PROD_005	EMP234	2020	W16	39
PROD_005	EMP234	2020	W17	29
PROD_005	EMP234	2020	W18	22
PROD_005	EMP234	2020	W19	40
PROD_005	EMP234	2020	W20	48
PROD_005	EMP234	2020	W21	54
PROD_005	EMP234	2020	W22	48
PROD_005	EMP234	2020	W23	67
PROD_005	EMP234	2020	W24	35
PROD_005	EMP234	2020	W25	36
PROD_005	EMP234	2020	W26	12
PROD_005	EMP234	2020	W27	21
PROD_005	EMP234	2020	W28	10
PROD_005	EMP234	2020	W29	15
PROD_005	EMP234	2020	W30	15
PROD_005	EMP234	2020	W31	21
PROD_005	EMP234	2020	W32	16
PROD_005	EMP234	2020	W33	28
PROD_005	EMP234	2020	W34	26
PROD_005	EMP234	2020	W35	18
PROD_005	EMP234	2020	W36	34
PROD_005	EMP234	2020	W37	28
PROD_005	EMP234	2020	W38	21
PROD_005	EMP234	2020	W39	10
PROD_005	EMP234	2020	W40	18
PROD_005	EMP234	2020	W41	16
PROD_005	EMP234	2020	W42	14
PROD_005	EMP234	2020	W43	8
PROD_005	EMP234	2020	W44	10
PROD_005	EMP234	2020	W45	7
PROD_005	EMP234	2020	W46	9
PROD_005	EMP234	2020	W47	14
PROD_005	EMP234	2020	W48	18
PROD_005	EMP234	2020	W49	15
PROD_005	EMP234	2020	W50	10
PROD_005	EMP234	2020	W51	14
PROD_002	EMP256	2021	W0	18
PROD_002	EMP256	2021	W1	15
PROD_002	EMP256	2021	W2	14
PROD_002	EMP256	2021	W3	23
PROD_002	EMP256	2021	W4	24
PROD_002	EMP256	2021	W5	27
PROD_002	EMP256	2021	W6	34
PROD_002	EMP256	2021	W7	44
PROD_002	EMP256	2021	W8	39
PROD_002	EMP256	2021	W9	20
PROD_002	EMP256	2021	W10	44
PROD_002	EMP256	2021	W11	24
PROD_002	EMP256	2021	W12	25
PROD_002	EMP256	2021	W13	23
PROD_002	EMP256	2021	W14	20
PROD_002	EMP256	2021	W15	28
PROD_002	EMP256	2021	W16	25
PROD_002	EMP256	2021	W17	42
PROD_002	EMP256	2021	W18	41
PROD_002	EMP256	2021	W19	48
PROD_002	EMP256	2021	W20	50
PROD_002	EMP256	2021	W21	16
PROD_002	EMP256	2021	W22	44
PROD_002	EMP256	2021	W23	38
PROD_002	EMP256	2021	W24	31
PROD_002	EMP256	2021	W25	33
PROD_002	EMP256	2021	W26	18
PROD_002	EMP256	2021	W27	19
PROD_002	EMP256	2021	W28	16
PROD_002	EMP256	2021	W29	19
PROD_002	EMP256	2021	W30	10
PROD_002	EMP256	2021	W31	14
PROD_002	EMP256	2021	W32	19
PROD_002	EMP256	2021	W33	20
PROD_002	EMP256	2021	W34	22
PROD_002	EMP256	2021	W35	15
PROD_002	EMP256	2021	W36	18
PROD_002	EMP256	2021	W37	30
PROD_002	EMP256	2021	W38	26
PROD_002	EMP256	2021	W39	14
PROD_002	EMP256	2021	W40	19
PROD_002	EMP256	2021	W41	12
PROD_002	EMP256	2021	W42	16
PROD_002	EMP256	2021	W43	6
PROD_002	EMP256	2021	W44	8
PROD_002	EMP256	2021	W45	8
PROD_002	EMP256	2021	W46	16
PROD_002	EMP256	2021	W47	15
PROD_002	EMP256	2021	W48	8
PROD_002	EMP256	2021	W49	14
PROD_002	EMP256	2021	W50	11
PROD_002	EMP256	2021	W51	9
PROD_002	EMP256	2020	W0	17
PROD_002	EMP256	2020	W1	10
PROD_002	EMP256	2020	W2	15
PROD_002	EMP256	2020	W3	25
PROD_002	EMP256	2020	W4	22
PROD_002	EMP256	2020	W5	26
PROD_002	EMP256	2020	W6	29
PROD_002	EMP256	2020	W7	19
PROD_002	EMP256	2020	W8	54
PROD_002	EMP256	2020	W9	15
PROD_002	EMP256	2020	W10	36
PROD_002	EMP256	2020	W11	30
PROD_002	EMP256	2020	W12	25
PROD_002	EMP256	2020	W13	33
PROD_002	EMP256	2020	W14	15
PROD_002	EMP256	2020	W15	27
PROD_002	EMP256	2020	W16	28
PROD_002	EMP256	2020	W17	57
PROD_002	EMP256	2020	W18	37
PROD_002	EMP256	2020	W19	32
PROD_002	EMP256	2020	W20	40
PROD_002	EMP256	2020	W21	37
PROD_002	EMP256	2020	W22	50
PROD_002	EMP256	2020	W23	42
PROD_002	EMP256	2020	W24	47
PROD_002	EMP256	2020	W25	47
PROD_002	EMP256	2020	W26	15
PROD_002	EMP256	2020	W27	14
PROD_002	EMP256	2020	W28	11
PROD_002	EMP256	2020	W29	9
PROD_002	EMP256	2020	W30	9
PROD_002	EMP256	2020	W31	5
PROD_002	EMP256	2020	W32	12
PROD_002	EMP256	2020	W33	22
PROD_002	EMP256	2020	W34	23
PROD_002	EMP256	2020	W35	23
PROD_002	EMP256	2020	W36	17
PROD_002	EMP256	2020	W37	29
PROD_002	EMP256	2020	W38	17
PROD_002	EMP256	2020	W39	12
PROD_002	EMP256	2020	W40	22
PROD_002	EMP256	2020	W41	13
PROD_002	EMP256	2020	W42	12
PROD_002	EMP256	2020	W43	13
PROD_002	EMP256	2020	W44	8
PROD_002	EMP256	2020	W45	12
PROD_002	EMP256	2020	W46	14
PROD_002	EMP256	2020	W47	10
PROD_002	EMP256	2020	W48	18
PROD_002	EMP256	2020	W49	15
PROD_002	EMP256	2020	W50	12
PROD_002	EMP256	2020	W51	14
PROD_006	EMP234	2021	W0	11
PROD_006	EMP234	2021	W1	22
PROD_006	EMP234	2021	W2	10
PROD_006	EMP234	2021	W3	16
PROD_006	EMP234	2021	W4	22
PROD_006	EMP234	2021	W5	21
PROD_006	EMP234	2021	W6	26
PROD_006	EMP234	2021	W7	33
PROD_006	EMP234	2021	W8	35
PROD_006	EMP234	2021	W9	35
PROD_006	EMP234	2021	W10	34
PROD_006	EMP234	2021	W11	29
PROD_006	EMP234	2021	W12	20
PROD_006	EMP234	2021	W13	33
PROD_006	EMP234	2021	W14	24
PROD_006	EMP234	2021	W15	24
PROD_006	EMP234	2021	W16	33
PROD_006	EMP234	2021	W17	38
PROD_006	EMP234	2021	W18	36
PROD_006	EMP234	2021	W19	17
PROD_006	EMP234	2021	W20	25
PROD_006	EMP234	2021	W21	41
PROD_006	EMP234	2021	W22	54
PROD_006	EMP234	2021	W23	45
PROD_006	EMP234	2021	W24	37
PROD_006	EMP234	2021	W25	35
PROD_006	EMP234	2021	W26	7
PROD_006	EMP234	2021	W27	16
PROD_006	EMP234	2021	W28	14
PROD_006	EMP234	2021	W29	7
PROD_006	EMP234	2021	W30	15
PROD_006	EMP234	2021	W31	15
PROD_006	EMP234	2021	W32	18
PROD_006	EMP234	2021	W33	20
PROD_006	EMP234	2021	W34	8
PROD_006	EMP234	2021	W35	21
PROD_006	EMP234	2021	W36	17
PROD_006	EMP234	2021	W37	30
PROD_006	EMP234	2021	W38	14
PROD_006	EMP234	2021	W39	15
PROD_006	EMP234	2021	W40	14
PROD_006	EMP234	2021	W41	14
PROD_006	EMP234	2021	W42	8
PROD_006	EMP234	2021	W43	10
PROD_006	EMP234	2021	W44	8
PROD_006	EMP234	2021	W45	7
PROD_006	EMP234	2021	W46	16
PROD_006	EMP234	2021	W47	16
PROD_006	EMP234	2021	W48	20
PROD_006	EMP234	2021	W49	18
PROD_006	EMP234	2021	W50	14
PROD_006	EMP234	2021	W51	17
PROD_006	EMP234	2020	W0	12
PROD_006	EMP234	2020	W1	27
PROD_006	EMP234	2020	W2	25
PROD_006	EMP234	2020	W3	12
PROD_006	EMP234	2020	W4	28
PROD_006	EMP234	2020	W5	28
PROD_006	EMP234	2020	W6	46
PROD_006	EMP234	2020	W7	27
PROD_006	EMP234	2020	W8	58
PROD_006	EMP234	2020	W9	36
PROD_006	EMP234	2020	W10	28
PROD_006	EMP234	2020	W11	27
PROD_006	EMP234	2020	W12	17
PROD_006	EMP234	2020	W13	23
PROD_006	EMP234	2020	W14	25
PROD_006	EMP234	2020	W15	32
PROD_006	EMP234	2020	W16	52
PROD_006	EMP234	2020	W17	26
PROD_006	EMP234	2020	W18	45
PROD_006	EMP234	2020	W19	30
PROD_006	EMP234	2020	W20	36
PROD_006	EMP234	2020	W21	30
PROD_006	EMP234	2020	W22	30
PROD_006	EMP234	2020	W23	39
PROD_006	EMP234	2020	W24	29
PROD_006	EMP234	2020	W25	27
PROD_006	EMP234	2020	W26	18
PROD_006	EMP234	2020	W27	13
PROD_006	EMP234	2020	W28	9
PROD_006	EMP234	2020	W29	11
PROD_006	EMP234	2020	W30	17
PROD_006	EMP234	2020	W31	25
PROD_006	EMP234	2020	W32	25
PROD_006	EMP234	2020	W33	14
PROD_006	EMP234	2020	W34	19
PROD_006	EMP234	2020	W35	16
PROD_006	EMP234	2020	W36	14
PROD_006	EMP234	2020	W37	28
PROD_006	EMP234	2020	W38	38
PROD_006	EMP234	2020	W39	13
PROD_006	EMP234	2020	W40	16
PROD_006	EMP234	2020	W41	17
PROD_006	EMP234	2020	W42	13
PROD_006	EMP234	2020	W43	7
PROD_006	EMP234	2020	W44	11
PROD_006	EMP234	2020	W45	9
PROD_006	EMP234	2020	W46	13
PROD_006	EMP234	2020	W47	12
PROD_006	EMP234	2020	W48	8
PROD_006	EMP234	2020	W49	9
PROD_006	EMP234	2020	W50	10
PROD_006	EMP234	2020	W51	9
PROD_003	EMP256	2021	W0	14
PROD_003	EMP256	2021	W1	12
PROD_003	EMP256	2021	W2	16
PROD_003	EMP256	2021	W3	29
PROD_003	EMP256	2021	W4	16
PROD_003	EMP256	2021	W5	25
PROD_003	EMP256	2021	W6	29
PROD_003	EMP256	2021	W7	31
PROD_003	EMP256	2021	W8	26
PROD_003	EMP256	2021	W9	27
PROD_003	EMP256	2021	W10	27
PROD_003	EMP256	2021	W11	20
PROD_003	EMP256	2021	W12	30
PROD_003	EMP256	2021	W13	32
PROD_003	EMP256	2021	W14	27
PROD_003	EMP256	2021	W15	24
PROD_003	EMP256	2021	W16	40
PROD_003	EMP256	2021	W17	43
PROD_003	EMP256	2021	W18	25
PROD_003	EMP256	2021	W19	35
PROD_003	EMP256	2021	W20	39
PROD_003	EMP256	2021	W21	45
PROD_003	EMP256	2021	W22	39
PROD_003	EMP256	2021	W23	35
PROD_003	EMP256	2021	W24	24
PROD_003	EMP256	2021	W25	9
PROD_003	EMP256	2021	W26	25
PROD_003	EMP256	2021	W27	22
PROD_003	EMP256	2021	W28	21
PROD_003	EMP256	2021	W29	13
PROD_003	EMP256	2021	W30	16
PROD_003	EMP256	2021	W31	18
PROD_003	EMP256	2021	W32	19
PROD_003	EMP256	2021	W33	14
PROD_003	EMP256	2021	W34	19
PROD_003	EMP256	2021	W35	24
